*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
97s,-0.583606,-0.581178,-0.587678,-0.60893,-0.635828,-0.669512,-0.335196,-0.251902,-0.23551,-0.258034,-0.255112,-0.200622,-0.258026,-0.207162,-0.204742,-0.268402,-0.024034,-0.374652,-0.20848,-0.26548,-0.200234,-0.268394,-0.218476,-0.366698,-0.348606,-0.216056,-0.002046,-0.287074,-0.369272,-0.134022,-0.134308,-0.147552,-0.219792,-0.289384,-0.118188,-0.34039,-0.19093,-0.11818,-0.238986,-0.343464,-0.078604,-0.07918,-0.392786,-0.355676,-0.308246,-0.110508,-0.2421,0.027484,-0.061344,-0.132266,-0.13787,-0.211692,-0.061246,-0.121754,-0.380912,-0.36945,-0.262166,-0.329154,-0.052716,-0.105918,-0.348602,-0.077294,-0.10591,-0.388266,-0.229638,0.035182,-0.135984,-0.159936,-0.065798,-0.358192,-0.098238,-0.12547,-0.246308,-0.048538,-0.363674,-0.109636,-0.32203,-0.367788,-0.179028,-0.04844,-0.0813,-0.109628,-0.293084,-0.374618,-0.129296,-0.03991,0.054578,-0.101956,-0.069804,-0.12351,-0.196734,-0.339982,-0.052544,0,-0.107674,-0.141866,-0.107668,-0.052446,-0.263698,0.351038,-0.353602,-0.075106,0.236452,-0.099996,-0.043916,-0.116362,-0.06844,-0.104486,0.04985,0.237084,-0.051182,-0.088598,0.241874,-0.10448,0.336258,-0.051082,0.428674,-0.096808,0.254358,0.305628,-0.042554,-0.061782,0.251526,0.343124,-0.048528,0.252972,0.29309,0.256492,0.278506,0.312164,-0.04843,0.261892,0.412982,0.378212,-0.039902,0.248688,0.31123,0.280824,0.301858,0.323412,0.42112,0.305062,0.380202,0.32497,0.312594,0.2665,0.303408,0.336732,0.334958,0.270616,0.459926,0.409852,0.30496,0.33828,0.294162,0.331068,0.36159,0.298284,0.3653,0.462042,0.3239,0.362314,0.29931,0.32889,0.494354,0.353236,0.39165,0.358226,0.35927
J4s,-0.667104,-0.666958,-0.672466,-0.757286,-0.374446,-0.366918,-0.349186,-0.323034,-0.336082,-0.328716,-0.457804,-0.275314,-0.271912,-0.28162,-0.438544,-0.340622,-0.322828,-0.250248,-0.221536,-0.446482,-0.249444,-0.287314,-0.294128,-0.24846,-0.198492,-0.426702,-0.319226,-0.44246,-0.265648,-0.267988,-0.242876,-0.197674,-0.237638,-0.308104,-0.438428,-0.196618,-0.242512,-0.197568,-0.42305,-0.214594,-0.217434,-0.190618,-0.286438,-0.246942,-0.387014,-0.190664,-0.259744,-0.275942,-0.418006,-0.246168,-0.190298,-0.263302,-0.144446,-0.253046,-0.3512,-0.2367,-0.361028,-0.195008,-0.136752,-0.428956,-0.245398,-0.19415,-0.179132,0.082404,-0.299306,-0.029156,-0.250038,-0.212404,-0.201704,-0.322708,-0.172226,-0.256918,0.109332,-0.408334,-0.237468,-0.425752,-0.193636,0.134354,-0.2672,-0.125122,-0.198544,-0.183002,0.08057,0.13567,-0.162918,-0.117428,-0.009346,-0.176098,-0.206098,-0.10392,0.162536,-0.200906,-0.405652,0.107674,0,0.162128,0.057468,-0.129516,0.132686,0.096412,0.190116,-0.120672,0.134132,0.062772,-0.121824,0.185638,-0.057334,0.413268,0.161054,0.12287,0.049984,0.217836,0.157642,0.254124,0.112792,0.114192,0.148964,0.25653,0.145402,0.188774,0.120236,0.242324,0.411004,0.130092,0.497122,0.248384,0.176684,0.119372,0.384608,0.213262,0.313054,0.25079,0.166024,0.35928,0.315904,0.31011,0.200132,0.339882,0.255256,0.494842,0.183902,0.25204,0.236452,0.307194,0.172594,0.19449,0.22224,0.466264,0.310044,0.356656,0.43885,0.260012,0.385362,0.417908,0.21805,0.2458,0.314484,0.386474,0.311314,0.29466,0.250178,0.279758,0.288136,0.435274,0.319768,0.275284,0.304866,0.467734,0.347744
T6s,-0.62907,-0.634576,-0.640084,-0.64635,-0.72494,-0.354412,-0.34375,-0.292214,-0.332004,-0.297894,-0.304028,-0.242886,-0.423212,-0.249192,-0.255732,-0.315488,-0.268792,-0.223772,-0.40103,-0.32162,-0.22918,-0.41888,-0.268014,-0.229172,-0.171182,-0.274554,-0.026274,-0.338916,-0.244742,-0.156756,-0.405564,-0.176938,-0.397062,-0.41502,-0.15675,-0.176926,-0.227934,-0.149844,-0.293068,-0.19347,-0.1019,-0.3824,-0.265532,-0.233342,-0.439138,-0.142172,-0.393576,-0.019044,-0.101838,-0.402136,-0.175876,-0.248724,-0.094194,-0.155988,-0.28497,-0.215578,-0.420186,-0.181628,-0.085678,-0.155982,-0.231798,-0.379494,-0.149076,-0.345332,-0.268162,-0.000912,-0.398932,-0.197984,-0.101306,-0.236248,-0.142172,-0.15986,-0.299566,-0.101244,-0.251236,-0.159852,-0.180258,-0.317584,-0.218652,-0.0936,-0.376812,-0.152948,0.115588,-0.238684,-0.388982,-0.085906,0.018268,-0.146044,-0.1057,-0.162134,-0.268734,-0.200928,-0.105638,0.141866,-0.162128,0,-0.155222,-0.097994,0.168186,0.12488,-0.203466,-0.366634,0.373866,-0.148318,-0.0903,0.17389,-0.108184,0.175198,0.195704,0.347924,-0.108122,0.049872,0.247654,0.1776,0.322476,-0.100478,0.177724,0.180634,0.227172,0.454208,-0.092784,0.239728,0.270888,0.20727,0.24111,0.266784,0.42611,0.341034,0.250406,0.305264,0.243934,0.270168,0.398578,0.229736,0.247498,0.230578,0.283692,0.342994,0.273848,0.329968,0.262744,0.27084,0.25318,0.325842,0.419004,0.25752,0.372606,0.308394,0.329736,0.258402,0.286622,0.27674,0.286586,0.421048,0.284576,0.402336,0.333334,0.285466,0.33042,0.311562,0.31512,0.453262,0.289526,0.31601,0.33667,0.343822,0.48564,0.34471,0.349176
J3s,-0.67522,-0.675072,-0.68058,-0.765286,-0.381714,-0.366932,-0.359582,-0.329976,-0.34069,-0.335658,-0.466846,-0.282658,-0.278854,-0.288966,-0.448306,-0.347564,-0.326394,-0.251084,-0.228868,-0.455444,-0.257944,-0.294254,-0.301472,-0.251726,-0.199396,-0.43638,-0.322792,-0.451342,-0.266484,-0.270278,-0.245164,-0.206446,-0.24497,-0.315044,-0.26863,-0.199856,-0.251012,-0.44133,-0.432646,-0.215496,-0.21963,-0.192814,-0.287274,-0.250208,-0.395352,-0.197606,-0.267076,-0.311978,-0.21778,-0.248456,-0.199068,-0.271802,-0.421048,-0.255336,-0.35281,-0.237604,-0.37002,-0.198246,-0.144084,-0.253688,-0.248664,-0.196346,-0.43186,0.082396,-0.30825,-0.267694,-0.252328,-0.221176,-0.2039,-0.32439,-0.179286,-0.259206,0.10166,-0.20205,-0.240526,-0.257558,-0.196874,0.134346,-0.276664,-0.411376,-0.20074,-0.428654,0.080562,0.128766,-0.16532,-0.124886,-0.015782,-0.183158,-0.208294,-0.108774,0.15466,-0.20396,-0.206444,0.107668,-0.057468,0.155222,0,-0.408694,0.132666,0.07981,0.183026,-0.123008,0.134124,0.056596,-0.129282,0.178732,-0.062346,0.179568,0.161034,0.107034,-0.0068,0.210746,0.157634,0.416172,0.101128,0.050106,0.132108,0.254884,0.129566,0.188754,0.113666,0.235236,0.181574,0.118428,0.236138,0.411004,0.160614,0.108476,0.153506,0.213244,0.500422,0.250784,0.154218,0.142366,0.314214,0.108762,0.184062,0.132418,0.408404,0.238482,0.172096,0.244972,0.383076,0.494964,0.161574,0.333912,0.363678,0.2093,0.310038,0.341566,0.197334,0.252944,0.161448,0.186814,0.21175,0.2395,0.492294,0.218864,0.304058,0.46488,0.41139,0.443936,0.389474,0.4197,0.312514,0.268818,0.298398,0.276358,0.471036
Q3o,-0.768362,-0.768214,-0.878391,-0.454018,-0.452252,-0.436424,-0.428616,-0.397848,-0.408186,-0.556266,-0.338938,-0.36885,-0.340614,-0.541346,-0.30499,-0.544446,-0.40413,-0.312092,-0.30685,-0.354608,-0.319378,-0.356284,-0.528944,-0.311958,-0.276214,-0.321484,-0.39885,-0.497812,-0.327762,-0.336438,-0.312456,-0.283804,-0.323346,-0.474818,-0.334748,-0.27577,-0.312232,-0.533736,-0.474922,-0.29271,-0.302508,-0.276586,-0.42842,-0.310348,0.021734,-0.261796,-0.450612,-0.386828,-0.300578,-0.315758,-0.276106,-0.37776,-0.512856,-0.32114,0.049906,-0.401006,0.083736,-0.274034,-0.22065,-0.31945,-0.29977,-0.28017,-0.523968,0.026226,0.069396,-0.349574,-0.23489,-0.346862,-0.28627,0.113764,-0.243022,-0.169672,0.045716,-0.28434,0.097392,-0.114208,-0.263316,0.088122,0.134472,-0.502896,-0.193956,-0.050106,0.024448,0.073712,0.121674,-0.200812,-0.071306,0.00561,-0.124068,0.122184,0.10883,0.164108,-0.064204,0.052446,0.129516,0.097994,0.408694,0,0.086062,0.028506,0.138466,0.190144,0.075684,0.20688,0.063338,0.122444,0.190392,0.123334,0.115698,0.047036,0.198372,0.164502,0.100134,0.401722,0.041262,0.492512,0.090298,0.200698,0.071486,0.140596,0.28278,0.190638,0.124964,0.065712,0.191596,0.395324,0.110028,0.047728,0.096316,0.166732,0.484902,0.195886,0.103812,0.090542,0.276004,0.054796,0.136162,0.07256,0.39329,0.193578,0.129946,0.190494,0.372066,0.478168,0.11043,0.318148,0.343112,0.163008,0.270962,0.326458,0.156792,0.204302,0.11805,0.137276,0.160754,0.182728,0.47612,0.168266,0.265318,0.453364,0.394872,0.421958,0.378322,0.403834,0.28023,0.23339,0.256988,0.241498,0.4637
98o,-0.63562,-0.642104,-0.658102,-0.68631,-0.716012,-0.740434,-0.290942,-0.316242,-0.071598,-0.29429,-0.291496,-0.28125,-0.294272,-0.258818,-0.256898,-0.31479,-0.049944,-0.428794,-0.261004,-0.311362,-0.422706,-0.314138,-0.280784,-0.176064,-0.404832,-0.278218,-0.026002,-0.325852,-0.453452,-0.164866,-0.165046,-0.393708,-0.282324,-0.328628,-0.148008,-0.13165,-0.41433,-0.14799,-0.293958,-0.431836,-0.11805,-0.118982,-0.442678,-0.178444,-0.351692,-0.147982,-0.298064,0.006668,-0.098966,-0.169108,-0.385116,-0.42648,-0.098884,-0.158464,-0.452302,-0.421716,-0.322702,-0.134214,-0.098772,-0.141608,-0.166806,-0.123402,-0.141588,-0.465866,-0.4425,0.014812,-0.162518,-0.399724,-0.11115,-0.433664,-0.14158,-0.151874,-0.454248,-0.092066,-0.181084,-0.135018,-0.123096,-0.449944,-0.41861,-0.091986,-0.117478,-0.134998,-0.049842,-0.193912,-0.155358,-0.091872,0.023954,-0.13499,-0.105228,-0.149544,-0.432998,-0.138572,-0.086142,0.263698,-0.132686,-0.168186,-0.132666,-0.086062,0,0.342762,-0.152452,-0.11126,0.267136,-0.13266,-0.085948,-0.141938,-0.103924,-0.129124,0.338034,0.344206,-0.084838,-0.12514,0.268194,-0.129106,0.23329,-0.084758,0.4245,-0.129098,0.350592,0.342358,-0.084644,-0.09725,0.28228,0.24747,-0.082222,0.283898,0.426652,0.215838,0.387594,0.34412,-0.08214,0.285562,0.307094,0.273126,-0.082028,0.213018,0.434192,0.241498,0.389794,0.360102,0.322144,0.392026,0.297108,0.361774,0.288734,0.231316,0.264692,0.474876,0.363542,0.253478,0.349506,0.323132,0.286062,0.316096,0.250764,0.289674,0.477056,0.254616,0.479388,0.375236,0.305652,0.340968,0.255692,0.330382,0.403376,0.326628,0.36797,0.331506,0.332596
87s,-0.550732,-0.558686,-0.565188,-0.579802,-0.605658,-0.632414,-0.639304,-0.227952,-0.21526,-0.234084,-0.23116,-0.175778,-0.234076,-0.182318,-0.179888,-0.265336,-0.016146,-0.227414,-0.183624,-0.244762,-0.350858,-0.242442,-0.21486,-0.339638,-0.177078,-0.194126,0.004704,-0.266312,-0.234728,-0.116158,-0.115676,-0.32294,-0.192328,-0.263388,-0.104494,-0.311172,-0.34318,-0.087892,-0.217008,-0.184662,-0.060356,-0.060108,-0.255566,-0.33603,-0.277584,-0.087884,-0.214588,0.028544,-0.04757,-0.1213,-0.31516,-0.36641,-0.029438,-0.111554,-0.268666,-0.206808,-0.22987,-0.3078,-0.02929,-0.09989,-0.328956,-0.066092,-0.083288,-0.288978,-0.354286,0.05931,-0.125018,-0.340852,-0.05542,-0.220928,-0.08328,-0.115272,-0.359234,-0.042632,-0.338106,-0.103608,-0.300674,-0.242416,-0.329318,-0.0245,-0.070098,-0.087004,-0.36349,-0.34856,-0.112886,-0.024352,0.067342,-0.086998,-0.059426,-0.108076,-0.336372,-0.312156,-0.046638,-0.351038,-0.096412,-0.12488,-0.07981,-0.028506,-0.342762,0,-0.325216,-0.058104,-0.131378,-0.079802,-0.028358,-0.099376,-0.052518,-0.092438,-0.329746,0.234304,-0.03973,-0.07101,-0.105874,-0.075834,0.332228,-0.021598,0.04985,-0.075828,0.239564,-0.078026,-0.02145,-0.044194,-0.079218,0.334598,-0.036238,-0.066574,0.302524,0.265584,0.248996,-0.05121,-0.018106,-0.066568,0.408582,0.34862,-0.017958,0.25003,0.308898,0.286262,0.262906,-0.023102,0.411778,0.264412,0.383742,-0.008976,0.321472,0.275088,0.311314,0.319924,-0.008828,0.27916,0.427786,0.385768,0.305708,0.3434,0.29779,0.334784,0.33587,0.297094,0.33753,0.46668,0.332184,0.369876,0.319004,0.337134,0.468876,0.356386,0.394902,0.356242,0.37991
T7o,-0.68402,-0.68968,-0.69647,-0.72052,-0.799996,-0.417292,-0.406174,-0.333674,-0.329288,-0.339976,-0.343158,-0.300238,-0.482096,-0.307044,-0.31163,-0.356206,-0.081812,-0.264918,-0.461926,-0.35939,-0.270444,-0.476948,-0.324594,-0.46568,-0.227716,-0.32918,-0.052016,-0.3813,-0.284622,-0.194114,-0.198558,-0.233696,-0.456988,-0.503194,-0.194094,-0.439918,-0.267454,-0.187004,-0.352732,-0.248866,-0.148816,-0.154396,-0.305898,-0.461412,-0.49304,-0.179128,-0.48572,-0.044366,-0.148772,-0.202786,-0.230778,-0.28873,-0.140776,-0.187876,-0.32485,-0.271772,-0.476242,-0.436048,-0.131876,-0.187856,-0.454172,-0.1593,-0.180768,-0.420214,-0.307682,-0.025146,-0.206548,-0.253686,-0.1424,-0.292078,-0.172892,-0.19164,-0.368842,-0.142356,-0.470752,-0.19162,-0.42869,-0.395066,-0.273992,-0.134358,-0.163406,-0.18453,0.087776,-0.049852,-0.201,-0.12546,-0.003968,-0.176654,-0.146506,-0.190136,-0.34038,-0.44819,-0.146464,0.353602,-0.190116,0.203466,-0.183026,-0.138466,0.152452,0.325216,0,-0.158954,0.19713,-0.17515,-0.129566,0.208398,-0.14611,0.20987,0.431972,0.175822,-0.146066,0.274988,0.21489,0.212924,0.313882,-0.13807,0.401428,0.222368,0.193582,0.270322,-0.12917,0.280924,0.238744,0.34308,0.282416,0.235394,0.247658,0.20227,0.217438,0.289088,0.285896,0.24429,0.394508,0.345236,0.29635,0.186476,0.266424,0.220442,0.241504,0.314656,0.42667,0.244856,0.377166,0.311264,0.275444,0.214138,0.248102,0.291992,0.321172,0.21506,0.42877,0.409222,0.258866,0.29487,0.242546,0.27651,0.317808,0.243474,0.321754,0.463198,0.288408,0.324414,0.253042,0.289334,0.497796,0.318768,0.354774,0.319694,0.330204
J6o,-0.745146,-0.751086,-0.757028,-0.863953,-0.446796,-0.435228,-0.42386,-0.377134,-0.411262,-0.382964,-0.531946,-0.346258,-0.328606,-0.35289,-0.515124,-0.400878,-0.373942,-0.30498,-0.2939,-0.527614,-0.310506,-0.350112,-0.372296,-0.309714,-0.268818,-0.511098,-0.110596,-0.52376,-0.326486,-0.243704,-0.51729,-0.274798,-0.317032,-0.371308,-0.236616,-0.273954,-0.309198,-0.229526,-0.507566,-0.29195,-0.202128,-0.495148,-0.34768,-0.31394,-0.472752,-0.22165,-0.33984,-0.091932,-0.194156,-0.51392,-0.273736,-0.330394,-0.186158,-0.242882,-0.426656,-0.314756,-0.448796,-0.278856,-0.177272,-0.235792,-0.313106,-0.492276,-0.228702,0.03872,-0.37753,-0.072122,-0.51077,-0.296544,-0.201536,-0.39973,-0.221612,-0.246796,0.065696,-0.193564,-0.311926,-0.239706,-0.278326,0.101638,-0.347462,-0.185566,-0.489628,-0.232616,0.047944,0.092858,-0.049872,-0.177536,-0.051156,-0.225528,-0.206114,0.11616,0.130198,-0.27735,-0.198142,0.075106,0.120672,0.366634,0.123008,-0.190144,0.11126,0.058104,0.158954,0,0.338214,0.126042,-0.182114,0.19996,0.181768,0.19544,0.140014,0.310516,0.18681,0.447116,0.178616,0.197636,0.28929,0.189508,0.12184,0.201,0.157232,0.416572,0.192996,0.274556,0.202556,0.136768,0.269874,0.198162,0.386786,0.296416,0.181174,0.25189,0.272446,0.201528,0.364004,0.160708,0.276316,0.174836,0.229134,0.328306,0.20524,0.277558,0.207366,0.202016,0.184774,0.273026,0.375938,0.2025,0.360318,0.2548,0.276896,0.205336,0.233032,0.208968,0.246966,0.410302,0.230286,0.392458,0.280618,0.233128,0.277384,0.25885,0.276508,0.444812,0.23715,0.279702,0.284826,0.30621,0.479478,0.309404,0.313888
96s,-0.608152,-0.605978,-0.610444,-0.616708,-0.638528,-0.695786,-0.343328,-0.26895,-0.3319,-0.26842,-0.274552,-0.218146,-0.276864,-0.217876,-0.224418,-0.280428,-0.250064,-0.396748,-0.227532,-0.28656,-0.215576,-0.28887,-0.230966,-0.215568,-0.372302,-0.237506,-0.025878,-0.303196,-0.392132,-0.151586,-0.386748,-0.163022,-0.24062,-0.305508,-0.135752,-0.16301,-0.20791,-0.135744,-0.255346,-0.368022,-0.096872,-0.361926,-0.388022,-0.213528,-0.326836,-0.128072,-0.258462,0.00365,-0.079614,-0.376568,-0.155116,-0.227814,-0.079516,-0.144608,-0.40928,-0.364278,-0.281118,-0.161124,-0.070998,-0.128772,-0.211006,-0.351636,-0.128764,-0.395568,-0.247442,0.011348,-0.372418,-0.17631,-0.08969,-0.387866,-0.12186,-0.1475,-0.263952,-0.072432,-0.230636,-0.131666,-0.158712,-0.374652,-0.197182,-0.072334,-0.347914,-0.131658,-0.297256,-0.247144,-0.36292,-0.06464,0.029898,-0.124754,-0.093042,-0.149966,-0.214728,-0.179584,-0.075784,-0.236452,-0.134132,-0.373866,-0.134124,-0.075684,-0.267136,0.131378,-0.19713,-0.338214,0,-0.12722,-0.067992,-0.14282,-0.095728,-0.130944,-0.20195,0.350344,-0.07847,-0.351834,0.17174,-0.130936,0.324406,-0.07837,0.184106,-0.12403,0.23755,0.04987,-0.070678,-0.08907,0.186456,0.217072,-0.075816,0.187822,0.42869,0.315608,0.261698,0.23663,-0.075718,0.190858,0.400594,0.24122,-0.068024,0.242018,0.29406,0.3507,0.28505,0.253358,0.272492,0.282042,0.264572,0.254832,0.391404,0.259832,0.35269,0.319562,0.258396,0.258712,0.297994,0.288134,0.297918,0.43021,0.286888,0.382338,0.34442,0.285776,0.341506,0.322852,0.316858,0.432326,0.286802,0.316278,0.34796,0.34556,0.464622,0.34498,0.346024
J2s,-0.683336,-0.683188,-0.688696,-0.773286,-0.388982,-0.374198,-0.359598,-0.337036,-0.351088,-0.342718,-0.476004,-0.290128,-0.285914,-0.296436,-0.458192,-0.354624,-0.331004,-0.258144,-0.236326,-0.46452,-0.258898,-0.301314,-0.308944,-0.260344,-0.206854,-0.446184,-0.326358,-0.460338,-0.273544,-0.272566,-0.248338,-0.207474,-0.252428,-0.322104,-0.270918,-0.208754,-0.251964,-0.269272,-0.442368,-0.222954,-0.221826,-0.195922,-0.294334,-0.258826,-0.403748,-0.444234,-0.274534,-0.315544,-0.219976,-0.25184,-0.200098,-0.272754,-0.21809,-0.257742,-0.361124,-0.245062,-0.379074,-0.207144,-0.424024,-0.256094,-0.257282,-0.19971,-0.254448,0.08075,-0.309836,-0.303506,-0.255712,-0.222204,-0.206222,-0.333362,-0.434762,-0.261612,0.101654,-0.204372,-0.249446,-0.259966,-0.205772,0.132656,-0.278328,-0.202486,-0.204104,-0.258318,0.080554,0.121094,-0.168354,-0.414352,-0.258132,-0.431556,-0.210616,-0.111152,0.154652,-0.213406,-0.208766,0.099996,-0.062772,0.148318,-0.056596,-0.20688,0.13266,0.079802,0.17515,-0.126042,0.12722,0,-0.41167,0.171828,-0.064662,0.172662,0.153158,0.107026,-0.012312,0.203656,0.15073,0.179722,0.084524,-0.005626,0.132088,0.419074,0.12956,0.181664,0.050294,0.228146,0.174668,0.102592,0.229048,0.175622,0.160594,0.096812,0.1535,0.206154,0.236626,0.413906,0.137362,0.126532,0.50379,0.097866,0.184042,0.120754,0.177556,0.231394,0.156026,0.408404,0.15059,0.23245,0.149768,0.121928,0.144812,0.209282,0.49833,0.129036,0.181264,0.406872,0.150428,0.175008,0.357708,0.387474,0.234676,0.365372,0.49248,0.20666,0.175824,0.200402,0.373176,0.183364,0.490974,0.437486,0.47003,0.445796,0.454256
Q2o,-0.777232,-0.777086,-0.887195,-0.462032,-0.460266,-0.444438,-0.428724,-0.405476,-0.41958,-0.566244,-0.346566,-0.37701,-0.348242,-0.551978,-0.313148,-0.554342,-0.409192,-0.31972,-0.31501,-0.362234,-0.320472,-0.363912,-0.539492,-0.321434,-0.284374,-0.329642,-0.402772,-0.50709,-0.33539,-0.33917,-0.31613,-0.284926,-0.331504,-0.484014,-0.33748,-0.285678,-0.313326,-0.33579,-0.48482,-0.300868,-0.305114,-0.280174,-0.437534,-0.319822,0.019798,-0.537104,-0.460428,-0.39075,-0.303184,-0.319652,-0.277228,-0.379502,-0.301218,-0.32399,0.04797,-0.410738,0.081756,-0.283944,-0.516292,-0.3223,-0.30976,-0.28404,-0.32061,0.02429,0.069248,-0.377348,-0.238454,-0.34863,-0.289002,0.111784,-0.527336,-0.172518,0.045568,-0.287072,0.088864,-0.120252,-0.27377,0.086142,0.134358,-0.285106,-0.197446,-0.113682,0.0243,0.065184,0.113982,-0.506332,-0.339032,-0.050294,-0.126774,0.114492,0.108716,0.15521,-0.070394,0.043916,0.121824,0.0903,0.129282,-0.063338,0.085948,0.028358,0.129566,0.182114,0.067992,0.41167,0,0.11475,0.182362,0.11564,0.1068,0.046888,0.190342,0.156472,0.09244,0.123098,0.02308,0.198486,0.090186,0.404698,0.071338,0.132566,0.495948,0.182608,0.11727,0.048366,0.183566,0.118286,0.109926,0.034856,0.096168,0.158702,0.19171,0.3983,0.084668,0.073196,0.488338,0.042748,0.136062,0.059688,0.121124,0.185548,0.111662,0.393102,0.098152,0.186668,0.096794,0.067708,0.084644,0.162908,0.481604,0.075214,0.138508,0.397542,0.105272,0.12364,0.343624,0.368588,0.189916,0.351942,0.476136,0.165516,0.13228,0.150648,0.3604,0.140388,0.4811,0.422624,0.44971,0.431588,0.440714
T5s,-0.659004,-0.658856,-0.664364,-0.669636,-0.750776,-0.362026,-0.351362,-0.316218,-0.339616,-0.3219,-0.327582,-0.268102,-0.452622,-0.27441,-0.280718,-0.333806,-0.326782,-0.246072,-0.432986,-0.339488,-0.25148,-0.441382,-0.286918,-0.251472,-0.194348,-0.293224,-0.280738,-0.356782,-0.261354,-0.432028,-0.245888,-0.200104,-0.421228,-0.437442,-0.197776,-0.200092,-0.244546,-0.19087,-0.311738,-0.210322,-0.411106,-0.194104,-0.282144,-0.249954,-0.433936,-0.183966,-0.417658,-0.043278,-0.145016,-0.24918,-0.192728,-0.265336,-0.137372,-0.422556,-0.301492,-0.23243,-0.414536,-0.19848,-0.12968,-0.179338,-0.24841,-0.197636,-0.172434,-0.352168,-0.284684,-0.025144,-0.25305,-0.214834,-0.401434,-0.253014,-0.165528,-0.419352,-0.301748,-0.125692,-0.267758,-0.183208,-0.19711,-0.323946,-0.235418,-0.11805,-0.20203,-0.176304,0.090084,-0.244244,-0.250832,-0.110356,-0.005964,-0.1694,-0.398752,-0.41327,-0.27002,-0.217694,-0.130088,0.116362,-0.185638,-0.17389,-0.178732,-0.122444,0.141938,0.099376,-0.208398,-0.19996,0.14282,-0.171828,-0.11475,0,-0.393018,0.100174,0.169456,0.125832,-0.13296,-0.132744,0.372642,0.105026,0.109544,-0.125316,0.151476,0.107406,0.346698,0.197164,-0.117622,0.049912,0.254554,0.321368,0.160074,0.25045,0.179184,0.301968,0.234072,0.453668,0.165576,0.252858,0.161946,0.213522,0.168422,0.310096,0.42557,0.193866,0.257514,0.313292,0.398156,0.25353,0.236964,0.309168,0.377196,0.339714,0.21731,0.29172,0.312018,0.253948,0.270066,0.260526,0.385364,0.249364,0.369444,0.24087,0.31666,0.28101,0.312702,0.295006,0.417578,0.274304,0.284094,0.311306,0.320114,0.449954,0.299412,0.340008,0.34343
J5o,-0.74196,-0.741812,-0.747754,-0.854686,-0.446752,-0.427712,-0.415204,-0.376558,-0.402606,-0.382388,-0.53361,-0.34596,-0.330634,-0.35259,-0.517088,-0.394464,-0.388746,-0.300382,-0.296412,-0.521952,-0.304868,-0.346302,-0.36536,-0.30486,-0.264152,-0.504854,-0.36064,-0.518018,-0.316052,-0.520028,-0.299154,-0.268994,-0.312906,-0.367498,-0.254682,-0.269004,-0.297722,-0.247594,-0.501238,-0.280646,-0.498246,-0.26282,-0.337246,-0.30325,-0.46657,-0.240504,-0.335712,-0.093982,-0.213774,-0.302456,-0.261294,-0.318916,-0.205776,-0.51026,-0.420392,-0.303452,-0.442006,-0.26727,-0.197748,-0.235792,-0.30163,-0.266404,-0.228702,0.025922,-0.371184,-0.074174,-0.30637,-0.284102,-0.488288,-0.392846,-0.221612,-0.50711,0.053734,-0.19381,-0.305498,-0.239706,-0.265884,0.087938,-0.340496,-0.185814,-0.270982,-0.232616,0.04128,0.080896,-0.223016,-0.177784,-0.053208,-0.225528,-0.48564,-0.049912,0.117356,-0.2703,-0.198388,0.06844,0.057334,0.108184,0.062346,-0.190392,0.103924,0.052518,0.14611,-0.181768,0.095728,0.064662,-0.182362,0.393018,0,0.201,0.132678,0.079806,0.118456,0.175012,0.364598,0.203196,0.068732,0.124068,0.115644,0.205518,0.33586,0.16158,0.126774,0.47556,0.208128,0.308292,0.275666,0.204558,0.144544,0.287198,0.187568,0.445032,0.27824,0.20688,0.13281,0.16736,0.28097,0.295156,0.41411,0.15283,0.211636,0.283362,0.384454,0.207368,0.191426,0.279688,0.361818,0.327172,0.176896,0.261464,0.28242,0.211052,0.239976,0.215618,0.37442,0.224664,0.359312,0.20109,0.28728,0.238842,0.282908,0.265794,0.40893,0.25048,0.241822,0.286016,0.29177,0.443596,0.276456,0.315718,0.319062
