*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
A5o,-0.837957,-0.403046,-0.404056,-0.403594,-0.409568,-0.389998,-0.38807,-0.477204,-0.384638,-0.46677,-0.448488,-0.4517,-0.430058,-0.441054,-0.421888,0.094504,-0.381398,-0.376906,-0.40252,0.088068,-0.332146,0.079972,0.161626,-0.271838,-0.34589,0.154596,-0.347464,0.064136,0.114798,-0.049912,-0.197366,-0.298464,0.145826,0.05604,0.05587,-0.234122,0.138828,0.060716,0.128702,0.182848,0,-0.154022,0.090866,0.138654,0.032234,0.062804,0.119932,-0.093262,0.116112,0.139426,0.208618,0.114894,0.121556,0.429238,0.06706,0.156954,0.094164,0.20816,0.124034,0.230178,0.138662,0.209036,0.232374,0.034998,0.091088,-0.071688,0.132992,0.182724,0.513846,0.131186,0.23457,0.422012,0.059864,0.306966,0.114856,0.223742,0.208154,0.096758,0.156956,0.309538,0.202006,0.225938,0.054836,0.08363,0.133124,0.312144,-0.048702,0.228134,0.505984,0.414914,0.123386,0.182386,0.299936,0.078604,0.217434,0.1019,0.21963,0.302508,0.11805,0.060356,0.148816,0.202128,0.096872,0.221826,0.305114,0.411106,0.498246,0.209464,0.14348,0.078626,0.293032,0.168556,0.390632,0.21166,0.066126,0.295604,0.123698,0.213856,0.361414,0.163222,0.29821,0.494056,0.22402,0.339566,0.284388,0.22045,0.14344,0.311084,0.20218,0.47218,0.28696,0.222646,0.129966,0.186088,0.289564,0.359686,0.440508,0.169416,0.226248,0.30018,0.416844,0.221854,0.210156,0.296506,0.386248,0.391786,0.193482,0.276672,0.299112,0.242292,0.259474,0.234222,0.44169,0.241678,0.423882,0.21755,0.30249,0.270084,0.297992,0.28529,0.476284,0.267494,0.273064,0.318672,0.31114,0.510908,0.293344,0.348372,0.351718
A6o,-0.871236,-0.433362,-0.434372,-0.441816,-0.436504,-0.423266,-0.422478,-0.501522,-0.419046,-0.491168,-0.48026,-0.477822,-0.453582,-0.46726,-0.456056,0.084142,-0.390014,-0.406854,-0.428002,0.07592,-0.362812,0.076204,0.150904,-0.300868,-0.378338,0.142006,-0.12691,0.051988,0.110194,0.09046,-0.049872,-0.331694,0.142022,0.052272,0.094974,-0.265574,0.134224,0.098348,0.116112,0.178174,0.154022,0,0.086262,0.13405,0.020084,0.10771,0.116128,-0.10673,0.159064,0.42303,0.203944,0.11029,0.162898,0.203078,0.05491,0.15228,0.081572,0.203486,0.17326,0.205148,0.134058,0.507328,0.207344,0.040882,0.07894,-0.085156,0.415806,0.17805,0.27862,0.118584,0.210454,0.196644,0.064912,0.281042,0.102706,0.198714,0.20348,0.103196,0.144354,0.283616,0.499466,0.20091,0.055412,0.088678,0.411872,0.287204,-0.061312,0.204018,0.271592,0.188548,0.128966,0.169784,0.274012,0.07918,0.190618,0.3824,0.192814,0.276586,0.118982,0.060108,0.154396,0.495148,0.361926,0.195922,0.280174,0.194104,0.26282,0.190408,0.144412,0.332706,0.265242,0.463238,0.18101,0.192604,0.310858,0.267814,0.123772,0.195712,0.158348,0.441346,0.271404,0.26856,0.204952,0.142256,0.264736,0.200558,0.409672,0.325872,0.182288,0.25485,0.267308,0.203666,0.38601,0.166196,0.270898,0.178554,0.230486,0.35801,0.206354,0.280518,0.213288,0.202874,0.190264,0.275986,0.40629,0.206218,0.390272,0.256152,0.279576,0.209054,0.238954,0.215078,0.251426,0.440902,0.234626,0.42266,0.281968,0.237468,0.278454,0.26477,0.280968,0.475664,0.241234,0.284162,0.291392,0.311316,0.51058,0.31451,0.318712
Q9s,-0.621664,-0.643938,-0.710778,-0.357314,-0.359348,-0.27936,-0.051672,-0.289008,-0.026062,-0.430716,-0.23671,-0.239994,-0.242996,-0.409408,-0.18519,-0.420112,-0.0221,-0.394564,-0.192106,-0.255336,-0.156152,-0.261622,-0.39946,-0.141958,-0.370502,-0.20492,-0.0066,-0.399476,-0.411938,-0.146424,-0.14195,-0.101694,-0.211838,-0.381548,-0.138752,-0.08627,-0.15112,-0.138746,-0.376204,-0.390898,-0.090866,-0.086262,0,-0.140884,0.140218,-0.137098,-0.35752,0.01231,-0.082422,-0.142518,-0.09722,0.344546,-0.082324,-0.136764,0.402968,0.049842,0.193778,-0.085804,-0.080388,-0.129092,0.347928,-0.08757,-0.129084,0.37556,0.253438,0.021662,0.342714,0.422538,-0.081252,0.484046,-0.127438,0.338696,0.230956,-0.07281,0.271124,0.347662,0.426838,0.454164,0.311224,-0.072712,0.421022,0.34927,0.364452,0.248642,0.288014,-0.070776,0.034146,0.357586,0.416742,0.278058,0.287334,0.329788,0.426698,0.392786,0.286438,0.265532,0.287274,0.42842,0.442678,0.255566,0.305898,0.34768,0.388022,0.294334,0.437534,0.282144,0.337246,0.28511,0.474038,0.266914,0.346398,0.323792,0.410444,0.285946,0.241084,0.347324,0.312426,0.293006,0.28702,0.468682,0.354952,0.34138,0.440104,0.26119,0.344766,0.442336,0.3244,0.237488,0.314444,0.492956,0.345694,0.451332,0.297822,0.288614,0.35332,0.243092,0.34558,0.264914,0.339142,0.525198,0.319004,0.340096,0.312336,0.527558,0.294022,0.261582,0.288636,0.374594,0.537372,0.270734,0.348016,0.337602,0.300216,0.323036,0.28685,0.313902,0.400644,0.296008,0.40175,0.373024,0.319654,0.348044,0.297034,0.329546,0.399712,0.346342,0.374732,0.356234,0.357278
K7s,-0.67026,-0.760448,-0.372004,-0.368436,-0.36935,-0.357952,-0.346554,-0.44496,-0.312402,-0.266184,-0.266258,-0.424586,-0.271568,-0.214628,-0.21497,-0.415968,-0.06865,-0.248332,-0.220844,-0.398284,-0.252972,-0.381352,-0.391222,-0.443946,-0.196382,-0.372826,-0.052754,0.107826,-0.341426,-0.191924,-0.18745,-0.201302,-0.355236,0.107868,-0.18502,-0.423996,-0.287552,-0.178114,0.161738,-0.31269,-0.138654,-0.13405,0.140884,0,0.09382,-0.170442,0.161514,-0.034222,-0.131048,0.230626,-0.255104,0.167104,-0.123404,0.227456,0.126836,0.196218,0.14627,0.049854,-0.114874,0.22988,0.435946,0.300852,0.232938,0.108734,0.153056,-0.014432,0.249876,0.223688,0.297492,0.180974,0.241858,0.245334,0.134954,0.300306,0.408536,0.247504,0.521054,0.161584,0.208444,0.303848,0.308764,0.250768,0.124846,0.381244,0.25494,0.313838,0.007488,0.259388,0.304094,0.244772,0.189054,0.491174,0.306622,0.355676,0.246942,0.233342,0.250208,0.310348,0.178444,0.33603,0.461412,0.31394,0.213528,0.258826,0.319822,0.249954,0.30325,0.245732,0.433788,0.199066,0.305778,0.290956,0.230138,0.248998,0.34225,0.309502,0.412594,0.257616,0.215678,0.27014,0.318978,0.308544,0.253462,0.364754,0.304264,0.250336,0.25499,0.228604,0.239002,0.287728,0.30799,0.258954,0.41867,0.394494,0.317464,0.227392,0.272576,0.255426,0.262444,0.312512,0.443026,0.265648,0.42435,0.30943,0.284642,0.254334,0.282364,0.297362,0.318906,0.258252,0.475334,0.45432,0.28359,0.313022,0.281996,0.310024,0.322302,0.28592,0.326012,0.507794,0.312122,0.341554,0.295214,0.316434,0.540432,0.341458,0.37089,0.345768,0.355804
JTs,-0.57679,-0.604966,-0.633398,-0.64366,-0.226158,-0.024542,-0.006162,-0.240156,0.013996,-0.244048,-0.370296,-0.189722,-0.367498,-0.1945,-0.345346,-0.266752,0.041262,-0.109446,-0.342472,-0.38751,-0.104916,-0.384872,-0.218422,-0.094892,-0.05437,-0.365576,0.046484,-0.406008,-0.124132,-0.089662,-0.07829,-0.049078,-0.362868,-0.40337,-0.089654,-0.038128,-0.099118,-0.088008,-0.387202,-0.070048,-0.032234,-0.020084,-0.140218,-0.09382,0,-0.08636,-0.384494,0.054186,-0.032172,-0.078858,-0.04378,-0.115204,-0.030286,-0.08,0.379396,-0.08725,0.049842,-0.03766,-0.028352,-0.079994,-0.090188,-0.021392,-0.078346,0.402124,0.381862,0.064916,-0.079184,-0.060984,-0.022622,0.45822,-0.0767,-0.080328,0.403502,-0.02256,0.3836,-0.08032,-0.034712,0.482336,0.461552,-0.020674,-0.022452,-0.078674,0.294034,0.410768,0.39093,-0.018738,0.076768,-0.077026,-0.02368,0.385382,0.484478,0.464098,-0.02362,0.308246,0.387014,0.439138,0.395352,-0.021734,0.351692,0.277584,0.49304,0.472752,0.326836,0.403748,-0.019798,0.433936,0.46657,0.435972,0.366684,0.296176,0.46828,0.52446,0.343358,0.444772,0.275536,0.477372,0.334964,0.453688,0.311928,0.386194,0.486568,0.518636,0.367936,0.286514,0.520762,0.368772,0.354474,0.283696,0.33553,0.4037,0.530332,0.375832,0.333428,0.304882,0.540064,0.2553,0.371156,0.284414,0.36068,0.429596,0.345014,0.361632,0.330032,0.430534,0.342658,0.280454,0.309564,0.39601,0.438162,0.281336,0.364298,0.355298,0.312662,0.34343,0.30572,0.33483,0.42253,0.30661,0.423636,0.390818,0.339182,0.36995,0.313742,0.340072,0.417506,0.36587,0.396638,0.366758,0.374338
A2s,-0.75786,-0.355038,-0.355988,-0.355552,-0.353726,-0.338446,-0.333842,-0.422078,-0.333992,-0.411662,-0.394064,-0.396888,-0.369658,-0.386272,-0.367816,0.144518,-0.331026,-0.32052,-0.34192,0.138418,-0.273512,0.132438,0.20047,-0.218284,-0.289218,0.193944,-0.333406,0.115322,0.160196,-0.108622,-0.15141,-0.238986,0.187534,0.10934,-0.060402,-0.17973,0.17771,-0.054444,0.1696,0.216852,-0.062804,-0.10771,0.137098,0.170442,0.08636,0,0.163192,-0.320938,-0.010618,0.171008,0.235184,0.154612,-0.004156,0.195804,0.114118,0.192508,0.138966,0.227466,0.050294,0.202746,0.17045,0.228064,0.209688,0.091258,0.131632,-0.307008,0.164908,0.21084,0.25344,0.168284,0.45738,0.189704,0.10877,0.260862,0.14747,0.196646,0.22746,0.144178,0.186616,0.268322,0.221538,0.203588,0.09467,0.12461,0.165034,0.544376,-0.240716,0.450748,0.246912,0.183722,0.162508,0.203234,0.254336,0.110508,0.190664,0.142172,0.197606,0.261796,0.147982,0.087884,0.179128,0.22165,0.128072,0.444234,0.537104,0.183966,0.240504,0.1848,0.1646,0.105448,0.247926,0.197544,0.169864,0.191742,0.077218,0.255386,0.140732,0.437832,0.147242,0.183016,0.529948,0.240734,0.193804,0.12395,0.241636,0.19464,0.159148,0.107484,0.171182,0.226208,0.249096,0.43991,0.129814,0.14789,0.522914,0.119614,0.202338,0.131426,0.195122,0.251446,0.178056,0.433744,0.17183,0.252386,0.160588,0.143676,0.155366,0.227578,0.5254,0.150784,0.203296,0.43725,0.173,0.185826,0.416114,0.411042,0.252854,0.423778,0.518604,0.228572,0.198394,0.211102,0.431468,0.205936,0.522402,0.498506,0.494024,0.506816,0.515158
QTo,-0.68983,-0.720006,-0.774878,-0.41655,-0.328534,-0.09254,-0.071476,-0.32237,-0.043794,-0.47399,-0.269318,-0.289632,-0.475264,-0.454652,-0.233006,-0.492346,-0.039588,-0.18253,-0.451304,-0.28859,-0.177236,-0.493782,-0.476022,-0.16285,-0.139182,-0.2536,-0.022222,-0.475746,-0.197584,-0.16658,-0.16283,-0.132434,-0.472842,-0.049842,-0.166572,-0.11612,-0.171858,-0.164882,-0.455582,-0.155402,-0.119932,-0.116128,0.35752,-0.161514,0.384494,-0.163192,0,-0.013532,-0.119876,-0.163178,-0.1281,0.359284,-0.117928,-0.156464,0.210028,0.439218,0.463486,-0.115842,-0.115946,-0.156456,0.360322,-0.117706,-0.154766,0.362342,0.227768,-0.001594,0.35469,0.441724,-0.110192,0.283772,-0.153076,0.35645,0.369118,-0.110136,0.245798,0.358152,0.443452,0.445126,0.302532,-0.108186,0.437148,0.367144,0.223896,0.398748,0.262958,-0.106206,0.011586,0.376198,0.439134,0.258968,0.45309,0.3216,0.44089,0.2421,0.259744,0.393576,0.267076,0.450612,0.298064,0.214588,0.48572,0.33984,0.258462,0.274534,0.460428,0.417658,0.335712,0.419886,0.317318,0.226052,0.336526,0.479814,0.279516,0.429482,0.204248,0.344526,0.28837,0.439204,0.247106,0.3347,0.352684,0.505672,0.305288,0.225304,0.507948,0.306178,0.30047,0.20072,0.271836,0.35699,0.518258,0.313648,0.277732,0.2445,0.528724,0.198096,0.32276,0.219906,0.297968,0.38482,0.30002,0.298984,0.270632,0.385796,0.273464,0.22423,0.246038,0.34945,0.393954,0.225164,0.320686,0.29689,0.270782,0.294128,0.250488,0.272296,0.377606,0.251426,0.378742,0.348842,0.298938,0.322286,0.258946,0.299876,0.377158,0.327254,0.3506,0.328192,0.336318
44,-0.62657,-0.618488,-0.619184,-0.619626,-0.619564,-0.62624,-0.622834,0.028264,-0.62565,0.02184,0.015418,0.080624,0.008996,0.073606,0.066588,-0.000222,-0.628068,0.030148,0.059572,-0.006646,0.03253,-0.013068,0.04988,0.040494,0.082556,0.042862,-0.62953,-0.027196,0.008164,0.04008,0.053026,0.084884,0.035844,-0.03362,0.262074,0.093358,0.032686,0.317372,0.02055,0.058914,0.093262,0.10673,-0.01231,0.034222,-0.054186,0.320938,0.013532,0,0.338472,0.042186,0.085242,0.012294,0.38767,0.050708,-0.032798,0.036686,-0.008802,0.086692,0.391592,0.285618,0.035968,0.095178,0.321824,-0.053302,-0.008116,0.620212,0.037502,0.063098,0.104254,0.014436,0.32539,0.046024,-0.028542,0.364144,0.015638,0.28075,0.08855,-0.007834,0.040932,0.392262,0.090012,0.31687,-0.052244,-0.004708,0.039312,0.396186,0.621208,0.320436,0.099086,0.041404,0.018746,0.066468,0.358748,-0.027484,0.275942,0.019044,0.311978,0.386828,-0.006668,-0.028544,0.044366,0.091932,-0.00365,0.315544,0.39075,0.043278,0.093982,0.2712,0.019894,-0.00463,0.353416,0.069912,0.02066,0.30715,-0.01084,0.381454,0.01893,0.310716,0.01976,0.045526,0.385376,0.095966,0.277846,0.013632,0.348148,0.309576,0.044646,0.00675,0.259568,0.071662,0.376144,0.313142,0.038318,0.240966,0.380066,0.200032,0.070868,0.22228,0.325502,0.35531,0.064622,0.325324,0.325906,0.378754,0.057594,0.323764,0.326386,0.335266,0.382676,0.652378,0.314836,0.341294,0.26988,0.294312,0.33915,0.341772,0.395682,0.686488,0.395576,0.396242,0.394134,0.396876,0.663826,0.751002,0.412548,0.41044,0.413182,0.788016,0.748374
A4o,-0.846723,-0.411002,-0.412012,-0.411552,-0.409618,-0.401334,-0.393076,-0.48645,-0.388504,-0.475934,-0.45757,-0.461586,-0.431768,-0.450858,-0.431608,0.092654,-0.385264,-0.386862,-0.404278,0.08622,-0.335676,0.079912,0.159702,-0.274652,-0.356334,0.152674,-0.396982,0.062288,0.106354,-0.161082,-0.202338,-0.301942,0.14577,0.055978,-0.049984,-0.236816,0.13122,0.00525,0.126778,0.174006,-0.116112,-0.159064,0.082422,0.131048,0.032172,0.010618,0.119876,-0.338472,0,0.13182,0.200646,0.107288,0.061774,0.1575,0.058616,0.148112,0.094108,0.200188,0.067818,0.432328,0.131054,0.201064,0.230524,0.034936,0.083482,-0.07879,0.125384,0.174752,0.227706,0.122344,0.23272,0.151066,0.059802,0.517282,0.107248,0.425104,0.200182,0.096702,0.148984,0.307608,0.194034,0.22409,0.036742,0.083568,0.125518,0.310214,-0.055806,0.226286,0.220676,0.144758,0.123342,0.174414,0.50942,0.061344,0.418006,0.101838,0.21778,0.300578,0.098966,0.04757,0.148772,0.194156,0.079614,0.219976,0.303184,0.145016,0.213774,0.411034,0.125254,0.06584,0.501682,0.168514,0.122792,0.211598,0.054164,0.293676,0.11012,0.213794,0.109018,0.144994,0.29628,0.21402,0.416224,0.097344,0.494074,0.21263,0.129862,0.080668,0.387006,0.1905,0.286898,0.214826,0.117246,0.365158,0.289504,0.343374,0.175368,0.336678,0.218438,0.499916,0.162752,0.214868,0.20317,0.288304,0.144956,0.168708,0.186498,0.46826,0.29091,0.39492,0.444598,0.227238,0.420126,0.414,0.1929,0.210564,0.2943,0.427022,0.290658,0.277958,0.240986,0.260162,0.271208,0.479714,0.303808,0.266962,0.286012,0.514336,0.349782
K6s,-0.670018,-0.760462,-0.364764,-0.37158,-0.366706,-0.354266,-0.342866,-0.446164,-0.340884,-0.258918,-0.266658,-0.42578,-0.266732,-0.206936,-0.215146,-0.410996,-0.303996,-0.24252,-0.215488,-0.400646,-0.24716,-0.377828,-0.385738,-0.253446,-0.189982,-0.375124,-0.060718,0.109458,-0.337246,-0.19249,-0.443102,-0.194902,-0.351124,0.109502,-0.185586,-0.201812,-0.284406,-0.17868,0.163402,-0.30786,-0.139426,-0.42303,0.142518,-0.230626,0.078858,-0.171008,0.163178,-0.042186,-0.13182,0,-0.251392,0.168738,-0.124176,0.162262,0.11264,0.197882,0.131098,-0.193974,-0.115658,0.166664,0.191626,0.049872,0.169066,0.09871,0.13886,-0.022396,0.433042,0.225352,0.22711,0.166588,0.1721,0.251618,0.12493,0.232082,0.16175,0.25379,0.249206,0.151462,0.194058,0.234906,0.517894,0.256078,0.115588,0.147818,0.42943,0.23847,-0.001324,0.259462,0.310548,0.243998,0.178932,0.217912,0.313074,0.132266,0.246168,0.402136,0.248456,0.315758,0.169108,0.1213,0.202786,0.51392,0.376568,0.25184,0.319652,0.24918,0.302456,0.245726,0.18635,0.356924,0.304984,0.484158,0.230132,0.248014,0.329982,0.307666,0.174792,0.251398,0.21567,0.456534,0.31156,0.30775,0.253456,0.193666,0.304256,0.249352,0.43534,0.343878,0.238994,0.28772,0.30694,0.252736,0.405942,0.216992,0.310832,0.229644,0.27257,0.37362,0.262436,0.312506,0.24916,0.259428,0.240434,0.30838,0.42032,0.256588,0.403476,0.297354,0.312274,0.259528,0.273944,0.263994,0.285724,0.452626,0.283644,0.433446,0.322294,0.28659,0.31938,0.298884,0.314258,0.485086,0.290652,0.317526,0.323992,0.342958,0.517708,0.346226,0.350692
K8o,-0.762884,-0.87541,-0.444068,-0.447698,-0.44994,-0.438036,-0.403254,-0.535136,-0.136874,-0.329574,-0.336028,-0.518842,-0.34248,-0.294378,-0.301666,-0.504936,-0.121822,-0.318736,-0.308954,-0.486148,-0.53259,-0.468178,-0.482448,-0.25271,-0.283746,-0.462948,-0.104918,0.063782,-0.425652,-0.250156,-0.24562,-0.511744,-0.444316,0.06323,-0.243068,-0.211866,-0.049846,-0.235192,0.128956,-0.399158,-0.208618,-0.203944,0.09722,0.255104,0.04378,-0.235184,0.1281,-0.085242,-0.200646,0.251392,0,0.389148,-0.19178,0.246022,0.07777,0.16424,0.10708,0.33122,-0.191666,0.249096,0.204592,0.327246,0.25856,0.058446,0.359548,-0.063374,0.193376,0.471,0.321482,0.14322,0.260224,0.188358,0.330076,0.324962,0.181548,0.19147,0.280144,0.122326,0.438948,0.335408,0.268134,0.200242,0.309602,0.15863,0.198794,0.337176,-0.051542,0.20127,0.262794,0.187186,0.40702,0.255398,0.266356,0.13787,0.190298,0.175876,0.199068,0.276106,0.385116,0.31516,0.230778,0.273736,0.155116,0.200098,0.277228,0.192728,0.261294,0.18925,0.208752,0.339718,0.264854,0.249118,0.171968,0.198022,0.175862,0.274604,0.395524,0.199052,0.363884,0.227092,0.275728,0.267022,0.195908,0.196296,0.26348,0.199134,0.421882,0.173616,0.395936,0.244996,0.27323,0.200162,0.248266,0.22383,0.274352,0.172752,0.447806,0.201152,0.428114,0.270662,0.269896,0.430678,0.252112,0.274448,0.245606,0.201038,0.229434,0.482336,0.27557,0.210462,0.299288,0.278136,0.244474,0.274998,0.226018,0.255458,0.51703,0.229904,0.519694,0.32949,0.274674,0.305198,0.239472,0.285034,0.35763,0.301676,0.333338,0.306008,0.31653
Q8s,-0.645472,-0.651716,-0.73713,-0.365446,-0.36748,-0.356242,-0.295132,-0.305662,-0.049814,-0.425882,-0.253364,-0.25689,-0.25965,-0.40415,-0.202098,-0.448412,-0.045854,-0.236414,-0.209014,-0.272904,-0.419324,-0.27919,-0.429048,-0.164728,-0.184552,-0.222824,-0.030354,-0.400864,-0.255954,-0.169196,-0.16472,-0.397444,-0.22974,-0.384174,-0.16229,-0.1103,-0.411186,-0.154618,-0.376628,-0.205278,-0.114894,-0.11029,-0.344546,-0.167104,0.115204,-0.154612,-0.359284,-0.012294,-0.107288,-0.168738,-0.389148,0,-0.098808,-0.162984,0.14816,-0.317048,0.168052,-0.112838,-0.09866,-0.15608,0.299616,-0.114604,-0.148408,0.129292,0.402216,0.007794,0.29432,0.049844,-0.108288,0.202692,-0.1484,0.289648,0.374922,-0.100682,0.254198,0.292728,0.375156,0.182516,0.483986,-0.092202,0.369258,0.30167,0.34924,0.231834,0.271088,-0.092054,0.018348,0.303256,0.36426,0.260154,0.454224,0.3125,0.367792,0.211692,0.263302,0.248724,0.271802,0.37776,0.42648,0.36641,0.28873,0.330394,0.227814,0.272754,0.379502,0.265336,0.318916,0.262092,0.267576,0.361648,0.322486,0.306624,0.244426,0.270592,0.234904,0.331794,0.44552,0.271544,0.38407,0.284646,0.332888,0.32421,0.26775,0.255012,0.320974,0.270834,0.440164,0.231308,0.413728,0.302234,0.33028,0.271788,0.2913,0.281832,0.331376,0.231074,0.464438,0.258132,0.443502,0.327018,0.31248,0.44585,0.309374,0.330562,0.2875,0.258622,0.285674,0.496664,0.331656,0.267774,0.340858,0.33419,0.287488,0.315878,0.28246,0.31049,0.529058,0.286384,0.531582,0.370026,0.316656,0.345046,0.29568,0.326536,0.396244,0.341832,0.371264,0.346142,0.35619
A3o,-0.855505,-0.418984,-0.419994,-0.419532,-0.4176,-0.40141,-0.404436,-0.495788,-0.393532,-0.485188,-0.466746,-0.471558,-0.44086,-0.460746,-0.441414,0.090768,-0.390292,-0.388582,-0.414,0.084334,-0.345644,0.078026,0.157754,-0.278194,-0.358094,0.150724,-0.400872,0.060402,0.106256,-0.16642,-0.206202,-0.312388,0.143822,0.054092,-0.111042,-0.240296,0.12274,-0.050106,0.12483,0.173926,-0.121556,-0.162898,0.082324,0.123404,0.030286,0.004156,0.117928,-0.38767,-0.061774,0.124176,0.19178,0.098808,0,0.149858,0.058518,0.148032,0.092158,0.192192,0.060992,0.15719,0.123412,0.193068,0.43537,0.034838,0.075002,-0.328122,0.11774,0.165886,0.21971,0.122262,0.230834,0.143422,0.051322,0.227692,0.099604,0.150754,0.192186,0.09662,0.140118,0.520718,0.186038,0.428146,0.036642,0.075924,0.117874,0.308248,-0.062958,0.2244,0.21268,0.137114,0.114474,0.166418,0.220662,0.061246,0.144446,0.094194,0.421048,0.512856,0.098884,0.029438,0.140776,0.186158,0.079516,0.21809,0.301218,0.137372,0.205776,0.138262,0.125184,0.04772,0.213758,0.160516,0.122694,0.414076,0.040518,0.50512,0.091012,0.211908,0.091722,0.144926,0.294314,0.206024,0.147524,0.084522,0.20698,0.416102,0.110752,0.067846,0.116552,0.190432,0.49751,0.214726,0.102786,0.10935,0.287536,0.075706,0.157116,0.092678,0.412548,0.217278,0.14915,0.20701,0.3907,0.499932,0.131354,0.36892,0.362222,0.183962,0.290812,0.377232,0.175996,0.219392,0.139882,0.1582,0.18588,0.20272,0.495996,0.193392,0.28242,0.47235,0.44788,0.441754,0.43013,0.456842,0.295582,0.259594,0.277786,0.2677,0.517748
K5s,-0.675164,-0.75996,-0.364258,-0.363822,-0.369328,-0.3511,-0.338658,-0.454682,-0.336676,-0.264716,-0.26635,-0.435236,-0.27409,-0.213366,-0.215148,-0.412258,-0.332262,-0.244642,-0.223358,-0.39518,-0.248306,-0.379696,-0.387026,-0.25459,-0.192318,-0.369104,-0.29369,0.110602,-0.333228,-0.448672,-0.254426,-0.196198,-0.352884,0.10298,-0.209612,-0.203108,-0.279732,-0.202708,0.164556,-0.30321,-0.429238,-0.203078,0.136764,-0.227456,0.08,-0.195804,0.156464,-0.050708,-0.1575,-0.162262,-0.246022,0.162984,-0.149858,0,0.113784,0.191954,0.132238,-0.190242,-0.142164,0.10392,0.185872,-0.120254,0.108774,0.083258,0.140004,-0.030918,0.185622,0.219424,0.049912,0.16773,0.111152,0.43257,0.110246,0.164186,0.162894,0.259028,0.243278,0.135766,0.1952,0.169688,0.242768,0.261316,0.105076,0.133134,0.185748,0.172534,-0.009846,0.263724,0.517414,0.426054,0.164024,0.219052,0.318458,0.121754,0.253046,0.155988,0.255336,0.32114,0.158464,0.111554,0.187876,0.242882,0.144608,0.257742,0.32399,0.422556,0.51026,0.245544,0.175706,0.134408,0.312048,0.211704,0.39699,0.247832,0.1159,0.314732,0.164934,0.25024,0.377344,0.199534,0.317582,0.506404,0.253274,0.350406,0.304076,0.249938,0.188762,0.330238,0.23958,0.47878,0.306758,0.252346,0.168946,0.217578,0.309608,0.345922,0.457586,0.201808,0.263022,0.312324,0.428188,0.259038,0.24102,0.308986,0.406206,0.375784,0.22525,0.29796,0.311836,0.262452,0.27455,0.26458,0.42244,0.257802,0.405754,0.24881,0.3229,0.289514,0.318942,0.29949,0.4549,0.28274,0.292598,0.320358,0.324598,0.487522,0.307848,0.34906,0.352482
